same_education_req|var_pop|agegroup|closest_relative_group|relative_group|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_00#prev_2021|25-64|closest_relative|control|education_level|education_level: medium_education|401,189 (46.7)|46.6708856194589||401189
no|bd_00#prev_2021|25-64|closest_relative|control|education_level|education_level: no_education|37,412 (4.4)|4.35219104410938||37412
no|bd_00#prev_2021|25-64|closest_relative|control|education_level|education_level: short_education|159,288 (18.5)|18.5301990546908||159288
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|214,963 (25.0)|25.0069508022796||214963
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|365,434 (42.5)|42.5114557364767||365434
no|bd_00#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|279,216 (32.5)|32.4815934612436||279216
no|bd_00#prev_2021|65+|closest_relative|case|__n|__n|395,003 (100.0)|100||395003
no|bd_00#prev_2021|65+|closest_relative|case|male|male|219,819 (55.6)|55.6499570889335||219819
no|bd_00#prev_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|closest_relative|case|cci_g|cci_g: +3|11,477 (2.9)|2.90554755280339||11477
no|bd_00#prev_2021|65+|closest_relative|case|cci_g|cci_g: 0|324,194 (82.1)|82.0738070343769||324194
no|bd_00#prev_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|59,332 (15.0)|15.0206454128196||59332
no|bd_00#prev_2021|65+|closest_relative|case|age_index|age_index|57.3 (47.5;70.2)|47.5095890410959|70.1698630136986|57.298630137
no|bd_00#prev_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_00#prev_2021|65+|closest_relative|case|education_level|education_level: long_education|127,486 (32.3)|32.2746915846208||127486
no|bd_00#prev_2021|65+|closest_relative|case|education_level|education_level: medium_education|188,639 (47.8)|47.756346154333||188639
no|bd_00#prev_2021|65+|closest_relative|case|education_level|education_level: no_education|11,642 (2.9)|2.94731938744769||11642
no|bd_00#prev_2021|65+|closest_relative|case|education_level|education_level: short_education|67,236 (17.0)|17.0216428735984||67236
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|246,349 (62.4)|62.3663617744675||246349
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|148,654 (37.6)|37.6336382255324||148654
no|bd_00#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|control|__n|__n|395,003 (100.0)|100||395003
no|bd_00#prev_2021|65+|closest_relative|control|male|male|217,963 (55.2)|55.1800872398437||217963
no|bd_00#prev_2021|65+|closest_relative|control|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|closest_relative|control|cci_g|cci_g: +3|10,850 (2.7)|2.74681458115508||10850
no|bd_00#prev_2021|65+|closest_relative|control|cci_g|cci_g: 0|326,777 (82.7)|82.7277261185358||326777
no|bd_00#prev_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|57,376 (14.5)|14.5254593003091||57376
no|bd_00#prev_2021|65+|closest_relative|control|age_index|age_index|57.3 (47.4;70.3)|47.4082191780821|70.3150684931506|57.323287671
no|bd_00#prev_2021|65+|closest_relative|control|education_level|education_level: title||||
no|bd_00#prev_2021|65+|closest_relative|control|education_level|education_level: long_education|128,167 (32.4)|32.4470953385164||128167
no|bd_00#prev_2021|65+|closest_relative|control|education_level|education_level: medium_education|189,863 (48.1)|48.0662172186034||189863
no|bd_00#prev_2021|65+|closest_relative|control|education_level|education_level: no_education|11,303 (2.9)|2.86149725445123||11303
no|bd_00#prev_2021|65+|closest_relative|control|education_level|education_level: short_education|65,670 (16.6)|16.6251901884289||65670
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|246,349 (62.4)|62.3663617744675||246349
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|148,654 (37.6)|37.6336382255324||148654
no|bd_00#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|case|__n|__n|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|case|male|male|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|case|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|father|case|cci_g|cci_g: +3|49 (2.2)|2.1643109540636||49
no|bd_01#inc_2016_2021|0-24|father|case|cci_g|cci_g: 0|1,893 (83.6)|83.613074204947||1893
no|bd_01#inc_2016_2021|0-24|father|case|cci_g|cci_g: 1-2|322 (14.2)|14.2226148409894||322
no|bd_01#inc_2016_2021|0-24|father|case|age_index|age_index|52.5 (48.4;56.5)|48.4199715547571|56.4553334830451|52.514593158
no|bd_01#inc_2016_2021|0-24|father|case|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|father|case|education_level|education_level: long_education|450 (19.9)|19.8763250883392||450
no|bd_01#inc_2016_2021|0-24|father|case|education_level|education_level: medium_education|1,128 (49.8)|49.8233215547703||1128
no|bd_01#inc_2016_2021|0-24|father|case|education_level|education_level: no_education|69 (3.0)|3.04770318021201||69
no|bd_01#inc_2016_2021|0-24|father|case|education_level|education_level: short_education|617 (27.3)|27.2526501766784||617
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|control|__n|__n|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|control|male|male|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|control|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|father|control|cci_g|cci_g: +3|40 (1.8)|1.76678445229682||40
no|bd_01#inc_2016_2021|0-24|father|control|cci_g|cci_g: 0|1,932 (85.3)|85.3356890459364||1932
no|bd_01#inc_2016_2021|0-24|father|control|cci_g|cci_g: 1-2|292 (12.9)|12.8975265017667||292
no|bd_01#inc_2016_2021|0-24|father|control|age_index|age_index|52.9 (49.5;56.7)|49.5147915263118|56.712100456621|52.933093794
no|bd_01#inc_2016_2021|0-24|father|control|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|father|control|education_level|education_level: long_education|574 (25.4)|25.3533568904593||574
no|bd_01#inc_2016_2021|0-24|father|control|education_level|education_level: medium_education|1,179 (52.1)|52.0759717314487||1179
no|bd_01#inc_2016_2021|0-24|father|control|education_level|education_level: no_education|65 (2.9)|2.87102473498233||65
no|bd_01#inc_2016_2021|0-24|father|control|education_level|education_level: short_education|446 (19.7)|19.6996466431095||446
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|2,264 (100.0)|100||2264
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|__n|__n|2,767 (100.0)|100||2767
no|bd_01#inc_2016_2021|0-24|mother|case|male|male|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|mother|case|cci_g|cci_g: +3|41 (1.5)|1.48174918684495||41
no|bd_01#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 0|2,309 (83.4)|83.4477773762197||2309
no|bd_01#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 1-2|417 (15.1)|15.0704734369353||417
no|bd_01#inc_2016_2021|0-24|mother|case|age_index|age_index|50.1 (46.1;53.8)|46.117808219178|53.8027397260274|50.09758964
no|bd_01#inc_2016_2021|0-24|mother|case|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|mother|case|education_level|education_level: long_education|712 (25.7)|25.7318395374051||712
no|bd_01#inc_2016_2021|0-24|mother|case|education_level|education_level: medium_education|1,310 (47.3)|47.3436935308998||1310
no|bd_01#inc_2016_2021|0-24|mother|case|education_level|education_level: no_education|47 (1.7)|1.69859053126129||47
no|bd_01#inc_2016_2021|0-24|mother|case|education_level|education_level: short_education|698 (25.2)|25.2258764004336||698
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|2,767 (100.0)|100||2767
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|__n|__n|2,767 (100.0)|100||2767
no|bd_01#inc_2016_2021|0-24|mother|control|male|male|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|mother|control|cci_g|cci_g: +3|39 (1.4)|1.40946873870618||39
no|bd_01#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 0|2,389 (86.3)|86.3389953017708||2389
no|bd_01#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 1-2|339 (12.3)|12.2515359595229||339
no|bd_01#inc_2016_2021|0-24|mother|control|age_index|age_index|50.7 (47.3;54.3)|47.2603563140953|54.3180552436559|50.720809941
no|bd_01#inc_2016_2021|0-24|mother|control|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|mother|control|education_level|education_level: long_education|916 (33.1)|33.1044452475605||916
no|bd_01#inc_2016_2021|0-24|mother|control|education_level|education_level: medium_education|1,311 (47.4)|47.3798337549692||1311
no|bd_01#inc_2016_2021|0-24|mother|control|education_level|education_level: no_education|69 (2.5)|2.49367546078785||69
no|bd_01#inc_2016_2021|0-24|mother|control|education_level|education_level: short_education|471 (17.0)|17.0220455366823||471
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|2,767 (100.0)|100||2767
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_01#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|case|__n|__n|26,734 (100.0)|100||26734
no|bd_01#inc_2016_2021|25-64|closest_relative|case|male|male|11,203 (41.9)|41.905438767113||11203
no|bd_01#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: +3|1,033 (3.9)|3.86399341662302||1033
no|bd_01#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 0|21,100 (78.9)|78.9257125757462||21100
no|bd_01#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|4,601 (17.2)|17.2102940076307||4601
no|bd_01#inc_2016_2021|25-64|closest_relative|case|age_index|age_index|54.8 (44.9;62.8)|44.8811437981884|62.7616438356164|54.78630137
no|bd_01#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: long_education|5,964 (22.3)|22.308670606718||5964
no|bd_01#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: medium_education|12,779 (47.8)|47.8005536021545||12779
no|bd_01#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: no_education|903 (3.4)|3.37772125383406||903
no|bd_01#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: short_education|7,088 (26.5)|26.5130545372933||7088
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|6,395 (23.9)|23.9208498541183||6395
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|13,934 (52.1)|52.1208947407795||13934
no|bd_01#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|6,405 (24.0)|23.9582554051021||6405
no|bd_01#inc_2016_2021|25-64|closest_relative|control|__n|__n|26,734 (100.0)|100||26734
no|bd_01#inc_2016_2021|25-64|closest_relative|control|male|male|11,202 (41.9)|41.9016982120146||11202
no|bd_01#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: +3|948 (3.5)|3.54604623326101||948
no|bd_01#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 0|21,420 (80.1)|80.1226902072267||21420
no|bd_01#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|4,366 (16.3)|16.3312635595122||4366
no|bd_01#inc_2016_2021|25-64|closest_relative|control|age_index|age_index|55.2 (45.3;63.0)|45.2520547945205|63.0383561643835|55.17260274
no|bd_01#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: long_education|7,494 (28.0)|28.0317199072342||7494
no|bd_01#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: medium_education|12,186 (45.6)|45.5824044288172||12186
no|bd_01#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: no_education|1,032 (3.9)|3.86025286152465||1032
no|bd_01#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: short_education|6,022 (22.5)|22.5256228024238||6022
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|6,395 (23.9)|23.9208498541183||6395
no|bd_01#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|13,934 (52.1)|52.1208947407795||13934
