same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_00#prev_2021|0-24|father|1|education_level|education_level: long_education|38,155 (29.1)|29.0955260529065||38155
no|bd_00#prev_2021|0-24|father|1|education_level|education_level: medium_education|67,634 (51.6)|51.575070346279||67634
no|bd_00#prev_2021|0-24|father|1|education_level|education_level: no_education|3,030 (2.3)|2.31056071131717||3030
no|bd_00#prev_2021|0-24|father|1|education_level|education_level: short_education|22,318 (17.0)|17.0188428894972||22318
no|bd_00#prev_2021|0-24|mother|0|__n|__n|100,582 (100.0)|100||100582
no|bd_00#prev_2021|0-24|mother|0|male|male|0 (0.0)|0||0
no|bd_00#prev_2021|0-24|mother|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|0-24|mother|0|cci_g|cci_g: +3|640 (0.6)|0.63629675289813||640
no|bd_00#prev_2021|0-24|mother|0|cci_g|cci_g: 0|91,924 (91.4)|91.3920979896999||91924
no|bd_00#prev_2021|0-24|mother|0|cci_g|cci_g: 1-2|8,018 (8.0)|7.97160525740192||8018
no|bd_00#prev_2021|0-24|mother|0|age_index|age_index|48.3 (43.3;52.7)|43.3397260273972|52.6912568306011|48.278688525
no|bd_00#prev_2021|0-24|mother|0|education_level|education_level: title||||
no|bd_00#prev_2021|0-24|mother|0|education_level|education_level: long_education|43,409 (43.2)|43.1578214789922||43409
no|bd_00#prev_2021|0-24|mother|0|education_level|education_level: medium_education|41,571 (41.3)|41.3304567417629||41571
no|bd_00#prev_2021|0-24|mother|0|education_level|education_level: no_education|3,190 (3.2)|3.17154162772663||3190
no|bd_00#prev_2021|0-24|mother|0|education_level|education_level: short_education|12,412 (12.3)|12.3401801515181||12412
no|bd_00#prev_2021|0-24|mother|1|__n|__n|100,582 (100.0)|100||100582
no|bd_00#prev_2021|0-24|mother|1|male|male|0 (0.0)|0||0
no|bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: +3|717 (0.7)|0.71285120598118||717
no|bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: 0|90,502 (90.0)|89.9783261418544||90502
no|bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: 1-2|9,363 (9.3)|9.3088226521644||9363
no|bd_00#prev_2021|0-24|mother|1|age_index|age_index|48.1 (43.1;52.6)|43.0876712328767|52.6256830601093|48.142076503
no|bd_00#prev_2021|0-24|mother|1|education_level|education_level: title||||
no|bd_00#prev_2021|0-24|mother|1|education_level|education_level: long_education|41,800 (41.6)|41.5581316736593||41800
no|bd_00#prev_2021|0-24|mother|1|education_level|education_level: medium_education|43,392 (43.1)|43.1409198464934||43392
no|bd_00#prev_2021|0-24|mother|1|education_level|education_level: no_education|2,301 (2.3)|2.28768566940406||2301
no|bd_00#prev_2021|0-24|mother|1|education_level|education_level: short_education|13,089 (13.0)|13.0132628104432||13089
no|bd_00#prev_2021|25-64|child|0|__n|__n|290,730 (100.0)|100||290730
no|bd_00#prev_2021|25-64|child|0|male|male|153,339 (52.7)|52.7427510060881||153339
no|bd_00#prev_2021|25-64|child|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|child|0|cci_g|cci_g: +3|245 (0.1)|0.08427062910604||245
no|bd_00#prev_2021|25-64|child|0|cci_g|cci_g: 0|278,384 (95.8)|95.7534482165583||278384
no|bd_00#prev_2021|25-64|child|0|cci_g|cci_g: 1-2|12,101 (4.2)|4.16228115433563||12101
no|bd_00#prev_2021|25-64|child|0|age_index|age_index|18.3 (10.3;26.9)|10.3479452054794|26.8520547945205|18.268493151
no|bd_00#prev_2021|25-64|child|0|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|child|0|education_level|education_level: long_education|40,435 (13.9)|13.9080934200116||40435
no|bd_00#prev_2021|25-64|child|0|education_level|education_level: medium_education|62,217 (21.4)|21.4002682901661||62217
no|bd_00#prev_2021|25-64|child|0|education_level|education_level: no_education|96,114 (33.1)|33.0595397791765||96114
no|bd_00#prev_2021|25-64|child|0|education_level|education_level: short_education|91,964 (31.6)|31.6320985106456||91964
no|bd_00#prev_2021|25-64|child|1|__n|__n|290,730 (100.0)|100||290730
no|bd_00#prev_2021|25-64|child|1|male|male|154,527 (53.2)|53.1513775668145||154527
no|bd_00#prev_2021|25-64|child|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|child|1|cci_g|cci_g: +3|315 (0.1)|0.10834795170777||315
no|bd_00#prev_2021|25-64|child|1|cci_g|cci_g: 0|275,770 (94.9)|94.8543321982595||275770
no|bd_00#prev_2021|25-64|child|1|cci_g|cci_g: 1-2|14,645 (5.0)|5.03731985003267||14645
no|bd_00#prev_2021|25-64|child|1|age_index|age_index|18.7 (11.1;27.4)|11.0712328767123|27.4356164383561|18.736986301
no|bd_00#prev_2021|25-64|child|1|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|child|1|education_level|education_level: long_education|37,932 (13.0)|13.0471571561242||37932
no|bd_00#prev_2021|25-64|child|1|education_level|education_level: medium_education|64,582 (22.2)|22.213737832353||64582
no|bd_00#prev_2021|25-64|child|1|education_level|education_level: no_education|91,290 (31.4)|31.4002682901661||91290
no|bd_00#prev_2021|25-64|child|1|education_level|education_level: short_education|96,926 (33.3)|33.3388367213565||96926
no|bd_00#prev_2021|25-64|grouped|0|__n|__n|990,453 (100.0)|100||990453
no|bd_00#prev_2021|25-64|grouped|0|male|male|547,794 (55.3)|55.3074199381495||547794
no|bd_00#prev_2021|25-64|grouped|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|grouped|0|cci_g|cci_g: +3|13,601 (1.4)|1.37321003621575||13601
no|bd_00#prev_2021|25-64|grouped|0|cci_g|cci_g: 0|883,714 (89.2)|89.2232140242899||883714
no|bd_00#prev_2021|25-64|grouped|0|cci_g|cci_g: 1-2|93,138 (9.4)|9.40357593949435||93138
no|bd_00#prev_2021|25-64|grouped|0|age_index|age_index|44.2 (26.7;58.9)|26.7479452054794|58.8767123287671|44.210382514
no|bd_00#prev_2021|25-64|grouped|0|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|grouped|0|education_level|education_level: long_education|254,997 (25.7)|25.7454922141686||254997
no|bd_00#prev_2021|25-64|grouped|0|education_level|education_level: medium_education|384,825 (38.9)|38.8534337318378||384825
no|bd_00#prev_2021|25-64|grouped|0|education_level|education_level: no_education|129,726 (13.1)|13.0976431996268||129726
no|bd_00#prev_2021|25-64|grouped|0|education_level|education_level: short_education|220,905 (22.3)|22.3034308543666||220905
no|bd_00#prev_2021|25-64|grouped|1|__n|__n|990,453 (100.0)|100||990453
no|bd_00#prev_2021|25-64|grouped|1|male|male|556,238 (56.2)|56.1599591298123||556238
no|bd_00#prev_2021|25-64|grouped|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|grouped|1|cci_g|cci_g: +3|14,502 (1.5)|1.46417851225651||14502
no|bd_00#prev_2021|25-64|grouped|1|cci_g|cci_g: 0|875,538 (88.4)|88.3977331584638||875538
no|bd_00#prev_2021|25-64|grouped|1|cci_g|cci_g: 1-2|100,413 (10.1)|10.1380883292796||100413
no|bd_00#prev_2021|25-64|grouped|1|age_index|age_index|43.8 (26.8;58.6)|26.8328767123287|58.6383561643835|43.832876712
no|bd_00#prev_2021|25-64|grouped|1|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|grouped|1|education_level|education_level: long_education|234,554 (23.7)|23.6814871578964||234554
no|bd_00#prev_2021|25-64|grouped|1|education_level|education_level: medium_education|400,221 (40.4)|40.4078739728185||400221
no|bd_00#prev_2021|25-64|grouped|1|education_level|education_level: no_education|114,125 (11.5)|11.5225053586591||114125
no|bd_00#prev_2021|25-64|grouped|1|education_level|education_level: short_education|241,553 (24.4)|24.3881335106259||241553
no|bd_00#prev_2021|25-64|parent|0|__n|__n|167,197 (100.0)|100||167197
no|bd_00#prev_2021|25-64|parent|0|male|male|63,345 (37.9)|37.8864453309569||63345
no|bd_00#prev_2021|25-64|parent|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|parent|0|cci_g|cci_g: +3|7,852 (4.7)|4.69625651177951||7852
no|bd_00#prev_2021|25-64|parent|0|cci_g|cci_g: 0|124,641 (74.5)|74.5473902043697||124641
no|bd_00#prev_2021|25-64|parent|0|cci_g|cci_g: 1-2|34,704 (20.8)|20.7563532838507||34704
no|bd_00#prev_2021|25-64|parent|0|age_index|age_index|68.8 (60.7;76.5)|60.6857923497267|76.5300546448087|68.795081967
no|bd_00#prev_2021|25-64|parent|0|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|parent|0|education_level|education_level: long_education|34,942 (20.9)|20.8987003355323||34942
no|bd_00#prev_2021|25-64|parent|0|education_level|education_level: medium_education|79,226 (47.4)|47.3848214979933||79226
no|bd_00#prev_2021|25-64|parent|0|education_level|education_level: no_education|6,820 (4.1)|4.07902055658893||6820
no|bd_00#prev_2021|25-64|parent|0|education_level|education_level: short_education|46,209 (27.6)|27.6374576098853||46209
no|bd_00#prev_2021|25-64|parent|1|__n|__n|167,197 (100.0)|100||167197
no|bd_00#prev_2021|25-64|parent|1|male|male|68,882 (41.2)|41.1981076215482||68882
no|bd_00#prev_2021|25-64|parent|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|parent|1|cci_g|cci_g: +3|8,548 (5.1)|5.11253192341967||8548
no|bd_00#prev_2021|25-64|parent|1|cci_g|cci_g: 0|122,267 (73.1)|73.127508268689||122267
no|bd_00#prev_2021|25-64|parent|1|cci_g|cci_g: 1-2|36,382 (21.8)|21.7599598078912||36382
no|bd_00#prev_2021|25-64|parent|1|age_index|age_index|68.4 (60.4;76.1)|60.4153005464481|76.1120218579235|68.366120219
no|bd_00#prev_2021|25-64|parent|1|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|parent|1|education_level|education_level: long_education|32,623 (19.5)|19.5117137269209||32623
no|bd_00#prev_2021|25-64|parent|1|education_level|education_level: medium_education|79,869 (47.8)|47.7693977762758||79869
no|bd_00#prev_2021|25-64|parent|1|education_level|education_level: no_education|6,664 (4.0)|3.98571744708338||6664
no|bd_00#prev_2021|25-64|parent|1|education_level|education_level: short_education|48,041 (28.7)|28.7331710497197||48041
no|bd_00#prev_2021|25-64|partner|0|__n|__n|365,434 (100.0)|100||365434
no|bd_00#prev_2021|25-64|partner|0|male|male|238,200 (65.2)|65.1827689815397||238200
no|bd_00#prev_2021|25-64|partner|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|partner|0|cci_g|cci_g: +3|3,512 (1.0)|0.96104905400154||3512
no|bd_00#prev_2021|25-64|partner|0|cci_g|cci_g: 0|331,155 (90.6)|90.619646776162||331155
no|bd_00#prev_2021|25-64|partner|0|cci_g|cci_g: 1-2|30,767 (8.4)|8.41930416983641||30767
no|bd_00#prev_2021|25-64|partner|0|age_index|age_index|48.8 (38.1;57.2)|38.0958904109589|57.2109589041096|48.767759563
no|bd_00#prev_2021|25-64|partner|0|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|partner|0|education_level|education_level: long_education|129,831 (35.5)|35.5278928616384||129831
no|bd_00#prev_2021|25-64|partner|0|education_level|education_level: medium_education|165,156 (45.2)|45.1944810827673||165156
no|bd_00#prev_2021|25-64|partner|0|education_level|education_level: no_education|23,995 (6.6)|6.56616516251908||23995
no|bd_00#prev_2021|25-64|partner|0|education_level|education_level: short_education|46,452 (12.7)|12.711460893075||46452
no|bd_00#prev_2021|25-64|partner|1|__n|__n|365,434 (100.0)|100||365434
no|bd_00#prev_2021|25-64|partner|1|male|male|238,451 (65.3)|65.2514544350005||238451
no|bd_00#prev_2021|25-64|partner|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|partner|1|cci_g|cci_g: +3|3,783 (1.0)|1.03520745196122||3783
no|bd_00#prev_2021|25-64|partner|1|cci_g|cci_g: 0|328,313 (89.8)|89.8419413628726||328313
no|bd_00#prev_2021|25-64|partner|1|cci_g|cci_g: 1-2|33,338 (9.1)|9.12285118516613||33338
no|bd_00#prev_2021|25-64|partner|1|age_index|age_index|48.6 (37.9;57.1)|37.8794520547945|57.0958904109589|48.603825137
no|bd_00#prev_2021|25-64|partner|1|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|partner|1|education_level|education_level: long_education|119,385 (32.7)|32.6693739498787||119385
no|bd_00#prev_2021|25-64|partner|1|education_level|education_level: medium_education|177,301 (48.5)|48.517926629706||177301
no|bd_00#prev_2021|25-64|partner|1|education_level|education_level: no_education|13,102 (3.6)|3.58532594120963||13102
no|bd_00#prev_2021|25-64|partner|1|education_level|education_level: short_education|55,646 (15.2)|15.2273734792055||55646
no|bd_00#prev_2021|25-64|sibling|0|__n|__n|167,092 (100.0)|100||167092
no|bd_00#prev_2021|25-64|sibling|0|male|male|92,910 (55.6)|55.6040983410336||92910
no|bd_00#prev_2021|25-64|sibling|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|sibling|0|cci_g|cci_g: +3|1,992 (1.2)|1.19215761376966||1992
no|bd_00#prev_2021|25-64|sibling|0|cci_g|cci_g: 0|149,534 (89.5)|89.492016374213||149534
no|bd_00#prev_2021|25-64|sibling|0|cci_g|cci_g: 1-2|15,566 (9.3)|9.31582601201733||15566
no|bd_00#prev_2021|25-64|sibling|0|age_index|age_index|49.7 (34.2;58.4)|34.1835616438356|58.4328767123287|49.693150685
no|bd_00#prev_2021|25-64|sibling|0|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|sibling|0|education_level|education_level: long_education|49,789 (29.8)|29.797357144567||49789
no|bd_00#prev_2021|25-64|sibling|0|education_level|education_level: medium_education|78,226 (46.8)|46.8161252483661||78226
no|bd_00#prev_2021|25-64|sibling|0|education_level|education_level: no_education|2,797 (1.7)|1.67392813539846||2797
no|bd_00#prev_2021|25-64|sibling|0|education_level|education_level: short_education|36,280 (21.7)|21.7125894716683||36280
no|bd_00#prev_2021|25-64|sibling|1|__n|__n|167,092 (100.0)|100||167092
no|bd_00#prev_2021|25-64|sibling|1|male|male|94,378 (56.5)|56.4826562612213||94378
no|bd_00#prev_2021|25-64|sibling|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|sibling|1|cci_g|cci_g: +3|1,856 (1.1)|1.11076532688578||1856
no|bd_00#prev_2021|25-64|sibling|1|cci_g|cci_g: 0|149,188 (89.3)|89.2849448208172||149188
no|bd_00#prev_2021|25-64|sibling|1|cci_g|cci_g: 1-2|16,048 (9.6)|9.60428985229694||16048
no|bd_00#prev_2021|25-64|sibling|1|age_index|age_index|48.8 (33.6;57.8)|33.6410958904109|57.8493150684931|48.795081967
no|bd_00#prev_2021|25-64|sibling|1|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|sibling|1|education_level|education_level: long_education|44,614 (26.7)|26.7002609340961||44614
no|bd_00#prev_2021|25-64|sibling|1|education_level|education_level: medium_education|78,469 (47.0)|46.9615541139013||78469
no|bd_00#prev_2021|25-64|sibling|1|education_level|education_level: no_education|3,069 (1.8)|1.8367127091662||3069
no|bd_00#prev_2021|25-64|sibling|1|education_level|education_level: short_education|40,940 (24.5)|24.5014722428362||40940
no|bd_00#prev_2021|65+|child|0|__n|__n|246,349 (100.0)|100||246349
no|bd_00#prev_2021|65+|child|0|male|male|137,853 (56.0)|55.9584167177459||137853
no|bd_00#prev_2021|65+|child|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|child|0|cci_g|cci_g: +3|1,995 (0.8)|0.80982670926206||1995
no|bd_00#prev_2021|65+|child|0|cci_g|cci_g: 0|223,390 (90.7)|90.6802950285976||223390
no|bd_00#prev_2021|65+|child|0|cci_g|cci_g: 1-2|20,964 (8.5)|8.50987826214029||20964
no|bd_00#prev_2021|65+|child|0|age_index|age_index|49.8 (43.4;56.1)|43.3780821917808|56.0901639344262|49.75890411
no|bd_00#prev_2021|65+|child|0|education_level|education_level: title||||
no|bd_00#prev_2021|65+|child|0|education_level|education_level: long_education|95,850 (38.9)|38.9082155803352||95850
no|bd_00#prev_2021|65+|child|0|education_level|education_level: medium_education|117,507 (47.7)|47.6994020677981||117507
no|bd_00#prev_2021|65+|child|0|education_level|education_level: no_education|1,470 (0.6)|0.59671441735099||1470
no|bd_00#prev_2021|65+|child|0|education_level|education_level: short_education|31,522 (12.8)|12.7956679345156||31522
no|bd_00#prev_2021|65+|child|1|__n|__n|246,349 (100.0)|100||246349
no|bd_00#prev_2021|65+|child|1|male|male|139,554 (56.6)|56.6489005435378||139554
no|bd_00#prev_2021|65+|child|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|child|1|cci_g|cci_g: +3|2,289 (0.9)|0.92916959273226||2289
no|bd_00#prev_2021|65+|child|1|cci_g|cci_g: 0|221,733 (90.0)|90.0076720425088||221733
no|bd_00#prev_2021|65+|child|1|cci_g|cci_g: 1-2|22,327 (9.1)|9.06315836475894||22327
no|bd_00#prev_2021|65+|child|1|age_index|age_index|49.9 (43.5;56.2)|43.5123287671232|56.2021857923497|49.909589041
no|bd_00#prev_2021|65+|child|1|education_level|education_level: title||||
no|bd_00#prev_2021|65+|child|1|education_level|education_level: long_education|94,947 (38.5)|38.5416624382481||94947
no|bd_00#prev_2021|65+|child|1|education_level|education_level: medium_education|116,799 (47.4)|47.4120049198494||116799
no|bd_00#prev_2021|65+|child|1|education_level|education_level: no_education|1,579 (0.6)|0.64096058843348||1579
no|bd_00#prev_2021|65+|child|1|education_level|education_level: short_education|33,024 (13.4)|13.4053720534688||33024
no|bd_00#prev_2021|65+|grouped|0|__n|__n|395,003 (100.0)|100||395003
no|bd_00#prev_2021|65+|grouped|0|male|male|218,040 (55.2)|55.1995807626777||218040
no|bd_00#prev_2021|65+|grouped|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|grouped|0|cci_g|cci_g: +3|10,891 (2.8)|2.7571942491576||10891
no|bd_00#prev_2021|65+|grouped|0|cci_g|cci_g: 0|326,957 (82.8)|82.7732953926932||326957
no|bd_00#prev_2021|65+|grouped|0|cci_g|cci_g: 1-2|57,155 (14.5)|14.4695103581491||57155
no|bd_00#prev_2021|65+|grouped|0|age_index|age_index|57.3 (47.4;70.3)|47.3917808219178|70.2931506849315|57.309589041
no|bd_00#prev_2021|65+|grouped|0|education_level|education_level: title||||
no|bd_00#prev_2021|65+|grouped|0|education_level|education_level: long_education|127,960 (32.4)|32.3946906732354||127960
no|bd_00#prev_2021|65+|grouped|0|education_level|education_level: medium_education|189,867 (48.1)|48.0672298691402||189867
no|bd_00#prev_2021|65+|grouped|0|education_level|education_level: no_education|11,296 (2.9)|2.85972511601177||11296
no|bd_00#prev_2021|65+|grouped|0|education_level|education_level: short_education|65,880 (16.7)|16.6783543416125||65880
no|bd_00#prev_2021|65+|grouped|1|__n|__n|395,003 (100.0)|100||395003
no|bd_00#prev_2021|65+|grouped|1|male|male|219,823 (55.7)|55.6509697394703||219823
no|bd_00#prev_2021|65+|grouped|1|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|grouped|1|cci_g|cci_g: +3|11,477 (2.9)|2.90554755280339||11477
no|bd_00#prev_2021|65+|grouped|1|cci_g|cci_g: 0|324,205 (82.1)|82.0765918233532||324205
no|bd_00#prev_2021|65+|grouped|1|cci_g|cci_g: 1-2|59,321 (15.0)|15.0178606238433||59321
no|bd_00#prev_2021|65+|grouped|1|age_index|age_index|57.3 (47.5;70.2)|47.5095890410959|70.1698630136986|57.298630137
no|bd_00#prev_2021|65+|grouped|1|education_level|education_level: title||||
no|bd_00#prev_2021|65+|grouped|1|education_level|education_level: long_education|127,489 (32.3)|32.2754510725235||127489
no|bd_00#prev_2021|65+|grouped|1|education_level|education_level: medium_education|188,638 (47.8)|47.7560929916988||188638
no|bd_00#prev_2021|65+|grouped|1|education_level|education_level: no_education|11,642 (2.9)|2.94731938744769||11642
no|bd_00#prev_2021|65+|grouped|1|education_level|education_level: short_education|67,234 (17.0)|17.02113654833||67234
no|bd_00#prev_2021|65+|partner|0|__n|__n|148,654 (100.0)|100||148654
no|bd_00#prev_2021|65+|partner|0|male|male|80,187 (53.9)|53.9420399047452||80187
no|bd_00#prev_2021|65+|partner|0|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|partner|0|cci_g|cci_g: +3|8,896 (6.0)|5.9843663809921||8896
no|bd_00#prev_2021|65+|partner|0|cci_g|cci_g: 0|103,567 (69.7)|69.6698373404012||103567
no|bd_00#prev_2021|65+|partner|0|cci_g|cci_g: 1-2|36,191 (24.3)|24.3457962786067||36191
no|bd_00#prev_2021|65+|partner|0|age_index|age_index|73.2 (68.5;77.6)|68.5245901639344|77.6027397260274|73.175342466
no|bd_00#prev_2021|65+|partner|0|education_level|education_level: title||||
no|bd_00#prev_2021|65+|partner|0|education_level|education_level: long_education|32,110 (21.6)|21.6004951094487||32110
no|bd_00#prev_2021|65+|partner|0|education_level|education_level: medium_education|72,360 (48.7)|48.6767930899942||72360
no|bd_00#prev_2021|65+|partner|0|education_level|education_level: no_education|9,826 (6.6)|6.60998022253017||9826
